,journalName,journalId,doi,title,pubDay,pubMonth,pubYear,codeLink,codeText,pubDate
0,Scientific Data,41597,10.1038/s41597-022-01280-y,AJILE12: Long-term naturalistic human intracranial neural recordings and pose,21,4,2022,https://github.com/BruntonUWBio/ajile12-nwb-data,Code to run our Jupyter Python dashboard and recreate all results in this paper can be found at . We used Python 3.8.5 and PyNWB 1.4.0. A requirements file listing the Python packages and versions necessary to run the code is provided in our code repository. Our code is publicly available without restriction other than attribution.,2022-04-21
0,Scientific Data,41597,10.1038/s41597-022-01337-y,Cloud-based applications for accessing satellite Earth observations to support malaria early warning,16,5,2022,https://github.com/EcoGRAPH/epidemia_reach; https://github.com/EcoGRAPH/epidemia_gee,"The REACH software, including JavaScript code, a sample R script for running REACH using the Python API, and a user guide, is accessible via the following GitHub archive: . Computer code for the REACH Python package is accessible via the following GitHub archive: .",2022-05-16
0,Scientific Data,41597,10.1038/s41597-022-01366-7,The International Bathymetric Chart of the Southern Ocean Version 2,7,6,2022,https://www.generic-mapping-tools.org/; https://gdal.org/; https://github.com/SeaBed2030/IBCSO_v2_Dorschel_et_al_2022,"The GMT and GDAL routines used in the SEAHORSE workflow are Open Source and can be accessed on their respective webpages ( and ). All relevant code related to the main SEAHORSE workflow are available at . Data for the technical validation are hosted on figshare. Since the SEAHORSE workflow was customised to fit the existing architecture of AWI’s high performance cluster, most of the code is specific and requires severe adjustments when moved to a different environment.",2022-06-07
0,Scientific Data,41597,10.1038/s41597-022-01338-x,"MusMorph, a database of standardized mouse morphology data for morphometric meta-analyses",25,5,2022,https://github.com/jaydevine/MusMorph,"Our code is freely available at . The scripts describe every stage of the MusMorph data acquisition and analysis, including image preprocessing (e.g., file conversion, image resampling and intensity correction), processing (e.g., atlas generation, non-linear registration, label propagation), and postprocessing (e.g., shape optimization, morphometric analysis). We developed and implemented the code with Bash 4.4.20, R 3.6.1, Python 3.6, and Julia 1.2.0 on Ubuntu. To facilitate MusMorph software installations, reproducibility, and data aggregation, we have created a comprehensive Docker image that can be downloaded as follows: . Further information about running the Docker container is available on GitHub. All code is distributed under the GNU General Public License v3.0.",2022-05-25
0,Scientific Data,41597,10.1038/s41597-022-01367-6,Historical long-term cultivar×climate suitability data to inform viticultural adaptation to climate change,6,6,2022,,No custom code was used in this study.,2022-06-06
0,Scientific Data,41597,10.1038/s41597-022-01224-6,Multi-decadal ocean temperature time-series and climatologies from Australia’s long-term National Reference Stations,7,4,2022,,"[{'ext-link': {'@xlink:href': 'https://github.com/aodn/imos-toolbox', '@ext-link-type': 'uri', '#text': 'https://github.com/aodn/imos-toolbox'}, '#text': 'The code for the IMOS mooring toolbox used to quality control IMOS data can be accessed here: .'}, {'ext-link': {'@xlink:href': 'https://github.com/aodn/python-aodntools/tree/master/aodntools/timeseries_products', '@ext-link-type': 'uri', '#text': 'https://github.com/aodn/python-aodntools/tree/master/aodntools/timeseries_products'}, '#text': 'The code used to aggregate the mooring time-series data is available here: .'}, {'sup': {'xref': {'@ref-type': 'bibr', '@rid': 'CR46', '#text': '46'}}, '#text': 'MATLAB, Python, and R tutorials have been created to help users download, load, plot, and export data (as CSV files) contained in the products. These are publicly available under a Creative Commons Attribution 4.0 International license (CC BY 4.0) on line at figshare.'}]",2022-04-07
0,Scientific Data,41597,10.1038/s41597-022-01282-w,Laboratory modelling of urban flooding,11,4,2022,https://forge.irstea.fr/projects/fudaa-lspiv,"Algorithms for data processing were coded with Matlab 2018b, and the flow surface velocities were computed with the open-source software Fudaa-LSPIV (version 1.7.3). For further details, see .",2022-04-11
0,Scientific Data,41597,10.1038/s41597-022-01254-0,Deciphering Bitcoin Blockchain Data by Cohort Analysis,7,4,2022,https://github.com/SciEcon/UTXO,"The code used for the cohort analysis is available on GitHub (). The GitHub repository is also archived by Zenodo, with the code available in Python and written in Google Colab Notebook with Markdown. first release created on Github: 22 Apr 2021; license: GPL-3.0 License",2022-04-07
0,Scientific Data,41597,10.1038/s41597-022-01283-9,A compilation of experimental data on the mechanical properties and microstructural features of Ti-alloys,26,4,2022,https://gitlab.com/comari/dax-ti,"The dataset and the utility script (utils.py) are available on Zenodo, an open data repository. The python3 script is also available on GitLab (), in which the users might obtain static (dax-ti-static) or a rolling release version (dax-ti-sid) of the project. The rolling release version will be continuously updated based on external requests. Researchers are encouraged to contribute to the database through GitLab or via e-mail, sharing their published data to expand the dataset.",2022-04-26
0,Scientific Data,41597,10.1038/s41597-022-01369-4,"A cross-verified database of notable people, 3500BC-2018AD",9,6,2022,https://doi.org/10.21410/7E4/YLG6YR,"Code to replicate all analyses presented here, the intermediate datasets and the exhaustive dataset are available at the publicly accessible Sciences-Po Dataverse: .",2022-06-09
0,Scientific Data,41597,10.1038/s41597-022-01398-z,Optimising the classification of feature-based attention in frequency-tagged electroencephalography data,13,6,2022,https://osf.io/c689u/; https://github.com/air2310/FeatAttnClassification,The full repository containing all data and code folders described above is available through the Open Science Framework (). The analysis code and experimental task code are also available on Github ().,2022-06-13
0,Scientific Data,41597,10.1038/s41597-022-01284-8,A global record of annual terrestrial Human Footprint dataset from 2000 to 2018,19,4,2022,https://github.com/HaoweiGis/humanFootprintMapping/,The programs used to generate all the results were Python (3.11) and ArcGIS (10.4). Analysis scripts are available on GitHub ().,2022-04-19
0,Scientific Data,41597,10.1038/s41597-022-01340-3,Quantifying yeast colony morphologies with feature engineering from time-lapse photography,17,5,2022,,"['All algorithms used in this paper can be freely obtained from open source Python packages.', {'sup': [{'xref': {'@ref-type': 'bibr', '@rid': 'CR21', '#text': '21'}}, {'xref': {'@ref-type': 'bibr', '@rid': 'CR32', '#text': '32'}}, {'xref': {'@ref-type': 'bibr', '@rid': 'CR25', '#text': '25'}}], 'italic': ['numpy.linalg.svd', 'scipy.cluster.hierarchy'], '#text': 'The image pre-processing pipeline and feature engineering (Canny edge detection, circular Hough transform, convex hull, local binary pattern) were performed by using the algorithms implemented in the scikit-image library. The Principal Component Analysis was carried out with the Singular Value Decomposition using the numerical python library, NumPy (). Hierarchical clustering tools made available by SciPy in the module  were also used.'}, {'italic': ['protoclust', 'pyprotoclust', 'pyprotoclust'], 'ext-link': [{'@xlink:href': 'https://CRAN.R-project.org/package=protoclust', '@ext-link-type': 'uri', '#text': 'https://CRAN.R-project.org/package=protoclust'}, {'@xlink:href': 'https://pyprotoclust.readthedocs.io', '@ext-link-type': 'uri', '#text': 'https://pyprotoclust.readthedocs.io'}], 'sup': {'xref': {'@ref-type': 'bibr', '@rid': 'CR17', '#text': '17'}}, '#text': 'The algorithm for minimax linkage has been published as an R package on the CRAN repository under the name  (). Independently, the authors of this paper developed the  Python package (albeit with the retroactive incorporation of this previously established naming convention). Our Python implementation allows us to obtain seamless integration with the interface established by SciPy’s hierarchical clustering and the other Python-specific tools used in this study. Our implementation can also take advantage of multi-threading to improve algorithm performance. The open-source code for the  Python package can be obtained from the Python Package Index under the MIT license. The documentation is hosted publicly online by Read the Docs ().'}]",2022-05-17
0,Scientific Data,41597,10.1038/s41597-022-01455-7,A multi-scale time-series dataset with benchmark for machine learning in decarbonized energy grids,22,6,2022,https://github.com/tamu-engineering-research/Open-source-power-dataset,"A step-by-step guidance and the source-code for dataset generation and machine learning benchmarks can be found on GitHub. Specifically, we provide ready-to-use Pytorch data loaders with both data processing and splitting included, and also share the code of evaluators to support fair comparison among different ML-based algorithms, of which the dependencies and usage are also descibed on Github ().",2022-06-22
0,Scientific Data,41597,10.1038/s41597-022-01427-x,A global database for conducting systematic reviews and meta-analyses in innovation and quality management,14,6,2022,,"Data preprocessing tasks were performed in Python programming language. A Jupyter notebook (Geocode_cnet.ipynb) including the data preprocessing steps is provided alongside the paper. Example figures (geographical distribution, co-occurrence networks, citation network) were constructed in the R program language. The R script is provided to produce and modify the figures based on the needs of the researcher.",2022-06-14
0,Scientific Data,41597,10.1038/s41597-022-01228-2,Global nature run data with realistic high-resolution carbon weather for the year of the Paris Agreement,11,4,2022,https://www.ecmwf.int/en/forecasts/access-forecasts/ecmwf-web-api; https://apps.ecmwf.int/registration/; https://www.python.org,"The IFS forecast model and the Meteorological Archival and Retrieval System (MARS) software are not available for public use as the ECMWF Member States are the proprietary owners. However, the CHE global nature run dataset and the MARS data extraction features are freely available through ECMWF API () following a registration step (). The data can be accessed using python (). The commands and steps required are detailed in the Supplementary Information file  (S.",2022-04-11
0,Scientific Data,41597,10.1038/s41597-022-01343-0,California wildfire spread derived using VIIRS satellite observations and an object-based tracking system,30,5,2022,,"[{'italic': 'figshare', 'sup': {'xref': {'@ref-type': 'bibr', '@rid': 'CR33', '#text': '33'}}, '#text': 'The open-source Python code of the fire tracking system, as well as sample scripts for reading the dataset, are freely available at the  data repository, along with the 2012–2020 FEDS dataset.'}, {'italic': ['Numpy', 'Pandas', 'Geopandas', 'Xarray', 'Scipy', 'Shapely', 'Gdal', 'Pyproj'], '#text': 'Versions and packages of the Python script include  (1.17.5),  (1.0.1),  (0.7.0),  (0.15.0),  (1.4.1),  (1.7.1),  (3.0.4), and  (2.5.0).'}]",2022-05-30
0,Scientific Data,41597,10.1038/s41597-022-01372-9,eldBETA: A Large Eldercare-oriented Benchmark Database of SSVEP-BCI for the Aging Population,31,5,2022,,"Custom codes for generation and processing of the data and the figures are presented in the repository. A MATLAB script “eldbeta_convert.m” was provided for data processing in converting the raw data to the epoch data. The data preprocessing and technical validations were conducted in MATLAB R2018b and Python 3.6.10. A “README.md” file was used for a brief description of the code in the code repository. The Benchmark database and the BETA database as well as the classification algorithms can be found in their corresponding repositories related to the papers, and thus they are not provided in this data descriptor.",2022-05-31
0,Scientific Data,41597,10.1038/s41597-022-01429-9,Generating FAIR research data in experimental tribology,16,6,2022,,"[{'ext-link': {'@xlink:href': 'https://kadi.iam-cms.kit.edu/', '@ext-link-type': 'uri', '#text': 'https://kadi.iam-cms.kit.edu/'}, '#text': 'The virtual research environment Kadi4Mat, its documentation and source code, can be found at .'}, {'ext-link': {'@xlink:href': 'https://github.com/nick-garabedian/SurfTheOWL', '@ext-link-type': 'uri', '#text': 'https://github.com/nick-garabedian/SurfTheOWL'}, 'sup': {'xref': {'@ref-type': 'bibr', '@rid': 'CR36', '#text': '36'}}, '#text': 'The SurfTheOWL application (both source code and standalone executable) for deriving key-value pairs from the TriboDataFAIR Ontology is available at  with its most up-to-date changes, while main updates are listed as versions in Zenodo.'}]",2022-06-16
0,Scientific Data,41597,10.1038/s41597-022-01288-4,"GEOM, energy-annotated molecular conformations for property prediction and molecular generation",21,4,2022,https://github.com/learningmatter-mit/geom; https://github.com/learningmatter-mit/NeuralForceField; https://github.com/grimme-lab/crest/releases; https://github.com/grimme-lab/xtb/releases,"Tutorials for loading the dataset and code for training 3D-based neural network models are publicly available without restriction ( and ). CREST and xTB are both freely available online ( and ). CREST version 2.9 was used with xTB version 6.2.3 to generate the initial CREs. CENSO 1.1.2 was used with Orca 5.0.1 and xTB 6.4.1 to refine the ensembles. Orca 5.0.2 was used for all single-point calculations. A race condition bug in version 5.0.1 meant that some CENSO energies were clearly incorrect (conformational energies above 1,000 kcal/mol), while some energy calculations failed to converge for reasonable geometries. Therefore, we discarded ensembles with failed energy calculations or conformational energy ranges exceeding 30 kcal/mol at any stage of the optimization. We also performed new single-point calculations on all converged CENSO geometries with Orca 5.0.2; 0.44% of the energies were found to be incorrect and were replaced.",2022-04-21
0,Scientific Data,41597,10.1038/s41597-022-01315-4,Bottom-up estimates of reactive nitrogen loss from Chinese wheat production in 2014,25,5,2022,,All the code used to develop RF model is available in ‘source file’.,2022-05-25
0,Scientific Data,41597,10.1038/s41597-022-01373-8,"PISCOeo_pm, a reference evapotranspiration gridded database based on FAO Penman-Monteith in Peru",17,6,2022,https://github.com/adrHuerta/PISCOeo_pm,"Construction of the gridded data was performed using the R environment for statistical computing version 3.6.3. Python version 3.8.5 was also used. The code that describes the procedures (quality control, gap-filling, homogenization, spatial interpolation, and spatial downscaling) to obtain the gridded data of the meteorological subvariables and PISCOeo_pm is freely available at figshare and GitHub () under GNU public licence version 3.",2022-06-17
0,Scientific Data,41597,10.1038/s41597-022-01374-7,"Disaggregated data on age and sex for the first 250 days of the COVID-19 pandemic in Bucharest, Romania",31,5,2022,,No codes were developed for this research.,2022-05-31
0,Scientific Data,41597,10.1038/s41597-022-01401-7,"A large, curated, open-source stroke neuroimaging dataset to improve lesion segmentation algorithms",16,6,2022,https://github.com/npnl/atlas; https://github.com/BIC-MNI/minc-toolkit; https://surfer.nmr.mgh.harvard.edu/fswiki/mri_deface; https://github.com/npnl/PALS; https://github.com/npnl/isles_2022/,"The ATLAS v2 lesion segmentations were generated using ITK-SNAP version 3.8.0. Our protocols for lesion segmentation can be found on our Github (). Code used to preprocess the dataset were adapted from the MINC-toolkit (). T1w images were defaced using the “mri_deface” tool from FreeSurfer (v1.22) (). PALS, our open-source software to perform lesion analyses, can be accessed at . Finally, as part of the MICCAI ISLES 2022 challenge, we provide sample code on our Github () to assist users in getting started with the lesion segmentation challenge (e.g., code to obtain the data, load it, and save predictions in the format expected by our automatic evaluator).",2022-06-16
0,Scientific Data,41597,10.1038/s41597-022-01430-2,Hourly rainfall data from rain gauge networks and weather radar up to 2020 across the Hawaiian Islands,14,6,2022,,"The R version 4.0.2 along with the R packages, dataRetrieval (v2.7.6), lubridate (v1.7.9.2), dplyr (v1.0.2), and data.table (v1.13.6) are used to download and quality control hourly gauge rainfall data. We used the 2020 Lidar Radar Open Software Environment (LROSE) to derive hourly radar rainfall. The python version 3.7.10 along with the python packages, pandas (v1.3.5), numpy (v1.21.2), netCDF4 (v1.5.8), xarray (v0.19.0), and matplotlib (3.5.0) are used for the validation process.",2022-06-14
0,Scientific Data,41597,10.1038/s41597-022-01317-2,Dataset of solution-based inorganic materials synthesis procedures extracted from the scientific literature,25,5,2022,,"[{'ext-link': {'@xlink:href': 'https://github.com/CederGroupHub/text-mined-solution-synthesis_public', '@ext-link-type': 'uri', '#text': 'https://github.com/CederGroupHub/text-mined-solution-synthesis_public'}, '#text': 'The scripts used to classify paragraphs and extract procedures as well as to perform the data analysis are home-written codes which are publicly available at the GitHub repository  with acknowledgement of the current paper.'}, 'The underlying libraries used in this project are all open-source:', {'italic': 'Tensorflow', 'ext-link': {'@xlink:href': 'http://www.tensorflow.org', '@ext-link-type': 'uri', '#text': 'www.tensorflow.org'}, '#text': '()'}, {'italic': 'Keras', 'ext-link': {'@xlink:href': 'https://keras.iokeras.io/', '@ext-link-type': 'uri', '#text': 'keras.iokeras.io'}, '#text': '()'}, {'italic': 'SpaCy', 'ext-link': {'@xlink:href': 'https://spacy.iospacy.io/', '@ext-link-type': 'uri', '#text': 'spacy.iospacy.io'}, 'sup': {'xref': {'@ref-type': 'bibr', '@rid': 'CR60', '#text': '60'}}, '#text': '()'}, {'italic': 'NLTK', 'ext-link': {'@xlink:href': 'https://www.nltk.org/', '@ext-link-type': 'uri', '#text': 'https://www.nltk.org/'}, 'sup': {'xref': {'@ref-type': 'bibr', '@rid': 'CR62', '#text': '62'}}, '#text': '()'}, {'italic': 'gensim', 'ext-link': {'@xlink:href': 'https://radimrehurek.comradimrehurek.com/', '@ext-link-type': 'uri', '#text': 'radimrehurek.comradimrehurek.com'}, 'sup': {'xref': {'@ref-type': 'bibr', '@rid': 'CR59', '#text': '59'}}, '#text': '()'}, {'italic': 'scikit-learn', 'ext-link': {'@xlink:href': 'https://scikit-learn.org/', '@ext-link-type': 'uri', '#text': 'scikit-learn.org'}, 'sup': {'xref': {'@ref-type': 'bibr', '@rid': 'CR75', '#text': '75'}}, '#text': '()'}, {'italic': 'ChemDataExtractor', 'ext-link': {'@xlink:href': 'http://chemdataextractor.org/', '@ext-link-type': 'uri', '#text': 'chemdataextractor.org'}, 'sup': {'xref': {'@ref-type': 'bibr', '@rid': 'CR40', '#text': '40'}}, '#text': '()'}, {'italic': 'Material Parser', 'ext-link': {'@xlink:href': 'https://github.com/CederGroupHub/MaterialParser', '@ext-link-type': 'uri', '#text': 'github.com/CederGroupHub/MaterialParser'}, '#text': '()'}, {'italic': 'Borges', 'ext-link': {'@xlink:href': 'https://github.com/CederGroupHub/Borges', '@ext-link-type': 'uri', '#text': 'github.com/CederGroupHub/Borges'}, '#text': '()'}, {'ext-link': {'@xlink:href': 'https://github.com/CederGroupHub/LimeSoup', '@ext-link-type': 'uri', '#text': 'github.com/CederGroupHub/LimeSoup'}, '#text': 'LimeSoup ().'}]",2022-05-25
0,Scientific Data,41597,10.1038/s41597-022-01346-x,"GriddingMachine, a database and software for Earth system modeling at global and regional scales",1,6,2022,https://github.com/CliMA/GriddingMachine.jl,The code can be found at  under the Apache 2.0 License. The exact version of the package used to produce the results presented in this paper is also archived on CaltechDATA along with the datasets.,2022-06-01
0,Scientific Data,41597,10.1038/s41597-022-01402-6,"BIRAFFE2, a multimodal dataset for emotion-based personalization in rich affective game environments",7,6,2022,https://gitlab.geist.re/pro/biraffe2-supplementary-codes,"The recording of all data was controlled by a procedure written with PsychoPy 3.2.4 that established a connection to the gamepad, BITalino, and camera and recorded the data streams and images. The raw data thus collected was then converted to CSV and JSON formats using custom scripts in Python 3.8 with libraries: pandas for data manipulation, heartpy for ECG signal processing, and neurokit2 for EDA signal processing. All analyses supporting technical validation of the dataset were performed using statsmodels and bioinfokit libraries for Python. Finally, level maps were visualized using the bokeh library. The whole code is available to interested researchers in a dedicated repository: .",2022-06-07
0,Scientific Data,41597,10.1038/s41597-022-01347-w,"Understanding occupants’ behaviour, engagement, emotion, and comfort indoors with heterogeneous sensors and wearables",2,6,2022,https://github.com/cruiseresearchgroup/InGauge-and-EnGage-Datasets,Python code for prepossessing the data and implementing the segmentation based on different classes are available online .,2022-06-02
0,Scientific Data,41597,10.1038/s41597-022-01376-5,"The long-tail effect of the COVID-19 lockdown on Italians’ quality of life, sleep and physical activity",31,5,2022,,The code to reproduce the plots in the paper is publicly available on Figshare.,2022-05-31
0,Scientific Data,41597,10.1038/s41597-022-01403-5,A large-scale multi-label 12-lead electrocardiogram database with standardized diagnostic statements,7,6,2022,,"The Python code for reading the ECG data, attributes and diagnostic code dictionary, evaluating the signal quality, and dataset partition is available in figshare.",2022-06-07
0,Scientific Data,41597,10.1038/s41597-022-01432-0,"Lexibank, a public repository of standardized wordlists with computed phonological and lexical features",16,6,2022,https://github.com/lexibank/lexibank-analysed/tree/v0.2; https://doi.org/10.5281/zenodo.5227817; https://github.com/lexibank/lexibank-analysed/blob/v0.2/etc/lexibank.csv; https://zenodo.org/communities/lexibank/,The main software package underlying Lexibank is curated on GitHub () and archived with Zenodo (). Individual datasets belonging to the Lexibank wordlist collection are curated on individual repositories on GitHub (see our master list at ) and are also all archived with Zenodo (see ).,2022-06-16
0,Scientific Data,41597,10.1038/s41597-022-01461-9,Sea ice surface temperatures from helicopter-borne thermal infrared imaging during the MOSAiC expedition,25,6,2022,,"The data processing and analysis were performed with Python 3. The code responsible for processing and analyzing the maps and the images is published under open access. The used colormap for the temperature is individually defined and provided as well. It is suited to visualize temperature structures for Arctic winter conditions. In case of specific requests, please contact the corresponding author directly.",2022-06-25
0,Scientific Data,41597,10.1038/s41597-022-01291-9,"A high-resolution 4D terrestrial laser scan dataset of the Kijkduin beach-dune system, The Netherlands",28,4,2022,,"[{'sup': {'xref': {'@ref-type': 'bibr', '@rid': 'CR62', '#text': '62'}}, '#text': 'The transformation matrices for time-dependent alignment were calculated using the module ICP in the software package OPALS. The rigid alignment was calculated by minimizing point-to-plane distances using a search radius of 0.5\u2009m for plane fitting and a sampling distance of 0.05\u2009m. Stable parts were extracted with 0.5\u2009m radius at locations of planar surfaces.'}, 'Python and Matlab scripts are provided with the data, with basic functions to read and write the point cloud data from the LAZ files, to apply the rigid transformation matrices to the point cloud data for time-dependent alignment and georeferencing, and to read out information on scan settings from the metadata files of an epoch.']",2022-04-28
0,Scientific Data,41597,10.1038/s41597-022-01263-z,COVID-19 Open-Data a global-scale spatially granular meta-dataset for  disease,12,4,2022,github.com/GoogleCloudPlatform/covid-19-open-data,All the code to create the dataset is available at . Jupyter notebooks to reproduce the analyses in this paper are available under the examples folder.,2022-04-12
0,Scientific Data,41597,10.1038/s41597-022-01292-8,High-throughput inverse design and Bayesian optimization of functionalities: spin splitting in two-dimensional compounds,29,4,2022,github.com/simcomat/SS_2D_Materials,"The entire computational code employed in the SS analysis within this work is openly available at the GitHub repository . It is intensely built upon tools and methods from Pymatgen and ASE, and provide functions to identify, measure and classify SS effects that appear valence/conduction bands of 2D materials band structure calculations.",2022-04-29
0,Scientific Data,41597,10.1038/s41597-021-01093-5,COVID-19 Flow-Maps an open geographic information system on COVID-19 and human mobility for Spain,30,11,2021,,"All the code used in the process of data acquisition, processing and analysis have been written in Python Language (version 3.7) and executed in a Linux environment. For data handling, analysis and visualisation we have used the following python libraries: Pandas (0.11.0) SciPy (1.5.2) and Seaborn (0.11.0). All spatial operations have been conducted using GeoPandas (version 0.8.1). The database used to host COVID-19 Flow-Maps is MongoDB (version 4.2.8). The REST-API used to expose the data is implemented using python eve (version 1.1.2). The source code used in this work is available in the public GitHub repository that also hosts the data-set. COVID-19 Flow-Board interactive dashboards were implemented in plotly (version 4.11.0).",2021-11-30
0,Scientific Data,41597,10.1038/s41597-021-01094-4,"Mobile BCI dataset of scalp- and ear-EEGs with ERP and SSVEP paradigms while standing, walking, and running",20,12,2021,https://github.com/youngeun1209/MobileBCI_Data,"The MATLAB scripts are available for loading data, for evaluating classification performance or signal quality, and for plotting figures at .",2021-12-20
0,Scientific Data,41597,10.1038/s41597-022-01122-x,"ECD-UY, detailed household electricity consumption dataset of Uruguay",20,1,2022,https://github.com/jpchavat/ecd-uy,"Three Jupyter notebooks were implemented to facilitate the handling of the dataset (one notebook for each subset). The notebooks are publicly available to download from . For a correct execution of the notebooks, Python version 3 and the Pandas and Numpy libraries are required.",2022-01-20
0,Scientific Data,41597,10.1038/s41597-022-01180-1,1024-channel electrophysiological recordings in macaque V1 and V4 during resting state,11,3,2022,,"[{'ext-link': {'@xlink:href': 'https://gin.g-node.org/NIN/V1_V4_1024_electrode_resting_state_data', '@ext-link-type': 'uri', '#text': 'https://gin.g-node.org/NIN/V1_V4_1024_electrode_resting_state_data'}, 'xref': [{'@rid': 'Tab2', '@ref-type': 'table', '#text': '2'}, {'@rid': 'Tab5', '@ref-type': 'table', '#text': '1'}], '#text': 'All scripts used for the processing of data and our preliminary analyses are available alongside the data at , in the ‘code’ folder. All experiment control scripts are listed in Table\xa0 and the data processing scripts are listed in Online-only Table\xa0.'}, 'Matlab version R2015b, Python version 3.7 and Snakemake version 5.8.1 were used. The only Matlab dependency was the NPMK toolbox (version 5.0, Blackrock Microsystems), a copy of which is included in the data repository.', {'xref': {'@rid': 'Tab5', '@ref-type': 'table', '#text': '1'}, '#text': 'Direct Python dependencies include neo 0.9.0, nixio 1.5.0 elephant 0.10.0, odml 1.4.5 and odmltables 1.0. A full list of all Python dependencies and the specific versions used can be found in the Python environment specifications, along with the Python scripts (Online-only Table\xa0).'}]",2022-03-11
0,Scientific Data,41597,10.1038/s41597-021-01100-9,Landscape Dynamics (landDX) an open-access spatial-temporal database for the Kenya-Tanzania borderlands,18,1,2022,,No custom code was used to generate the data.,2022-01-18
0,Scientific Data,41597,10.1038/s41597-022-01208-6,Global land projection based on plant functional types with a 1-km resolution under socio-climatic scenarios,30,3,2022,http://www.geosimulation.cn/FLUS.html,"The land simulation in this study was performed by the FLUS model software (GeoSOS-FLUS V2.4), which can be downloaded for free from . Meanwhile, the tutorial on the operation of this software can be found in the user manual at this URL. The other spatial calculations and analyses in this study were performed by ArcGIS software as described in the Method section. The spatial data used for input are all publicly available online, with sources cited within the manuscript.",2022-03-30
0,Scientific Data,41597,10.1038/s41597-022-01123-w,A hydrological simulation dataset of the Upper Colorado River Basin from 1983 to 2019,20,1,2022,https://github.com/parflow/parflow/tree/v3.6.0/; https://numpy.org/; https://gdal.org/; https://pandas.pydata.org/,"These simulations were conducted using ParFlow version 3.6.0 (). The data processing step was done using Python3.5 programming language with necessary toolboxes including NumPy (), the Geospatial Data Abstraction Library (GDAL; ) and the Python Data Analysis Library (PANDAS; ).",2022-01-20
0,Scientific Data,41597,10.1038/s41597-022-01181-0,"MOFSimplify, machine learning models with extracted stability data of three thousand metal–organic frameworks",11,3,2022,,"[{'ext-link': {'@xlink:href': 'https://github.com/hjkgrp/text_mining_tools', '@ext-link-type': 'uri', '#text': 'https://github.com/hjkgrp/text_mining_tools'}, 'sup': {'xref': {'@ref-type': 'bibr', '@rid': 'CR69', '#text': '69'}}, '#text': 'All scripts used to mine the extant literature corresponding to the CoRE MOF 2019 database are commented and are available on a public GitHub repository at . Manuscript copyrights are retained by the publishers, preventing the complete dissemination of full-length articles, but the mined data is provided with an open source CC-BY license and is available on Zenodo (see also Data Records).'}, {'ext-link': [{'@xlink:href': 'https://mofsimplify.mit.edu', '@ext-link-type': 'uri', '#text': 'https://mofsimplify.mit.edu'}, {'@xlink:href': 'https://github.com/hjkgrp/MOFSimplify', '@ext-link-type': 'uri', '#text': 'https://github.com/hjkgrp/MOFSimplify'}], '#text': 'The MOFSimplify website is located at . The code backend for the MOFSimplify website is available in a public GitHub repository at . The repository contains a user manual for the website.'}]",2022-03-11
0,Scientific Data,41597,10.1038/s41597-021-01101-8,"Flipping food during grilling tasks, a dataset of utensils kinematics and dynamics, food pose and subject gaze",12,1,2022,,"['The authors make available the custom code:', '• written in MATLAB, to obtain the trajectories of points of interest in the utensils, from the motion capture data;', '• written in MATLAB, to display the movements in a 3D plot.', '• written in MATLAB, to interact with Nexus and automatically split C3D and ASCII files, because this may be useful for any study that requires processing a huge amount of MoCap data;', '• written in Python, to track food in video records;', '• written in Python, to calculate the metrics to assess the performance of the tracking algorithm.', '• written in C++, to synchronize the clocks of the two computers, that was run before every experimental session.', {'ext-link': [{'@xlink:href': 'https://github.com/deborapereira/foodFlippingDataset', '@ext-link-type': 'uri', '#text': 'https://github.com/deborapereira/foodFlippingDataset'}, {'@xlink:href': 'https://github.com/matterport/Mask_RCNN/releases/tag/v2.1', '@ext-link-type': 'uri', '#text': 'https://github.com/matterport/Mask_RCNN/releases/tag/v2.1'}], '#text': 'All the code is freely available on the following repository: . More detailed information on how to use it is embedded in the code files. The code to process the videos uses Python 3.6.4, OpenCV 4.1.2, Keras 2.2.4 and Tensorflow 1.15.0. The code for the mask R-CNN can be found at . The version 2.1 was used with this dataset.'}, {'ext-link': {'@xlink:href': 'https://github.com/rafaelpadilla/Object-Detection-Metrics', '@ext-link-type': 'uri', '#text': 'https://github.com/rafaelpadilla/Object-Detection-Metrics'}, 'sup': {'xref': {'@ref-type': 'bibr', '@rid': 'CR46', '#text': '46'}}, '#text': 'The code to calculate the performance metrics was adapted from , a tool developed by the authors of.'}]",2022-01-12
0,Scientific Data,41597,10.1038/s41597-022-01209-5,Updating global urbanization projections under the Shared Socioeconomic Pathways,31,3,2022,https://www.python.org,"All python codes (python 3.9.6, ) for creating urbanization level projections are stored in public repository Figshare.",2022-03-31
0,Scientific Data,41597,10.1038/s41597-022-01238-0,Categorized contrast enhanced mammography dataset for diagnostic and artificial intelligence research,30,3,2022,https://github.com/omar-mohamed/CDD-CESM-Dataset,"A Github repository is publicly available () which contains helper scripts to make training a DL model on the dataset easier like reading the annotations, pre-processing the images by resizing and normalizing, training different existing models, augmenting the images while training, and evaluating the different models and plotting the segmentation results. The scripts were written using Python 3.6 with Tensorflow 2.3 for the training process, and OpenCV 4.1 and Pillow 6.1 for the image processing.",2022-03-30
